ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
141,14,14,3,104,366,376,137,62,42,30,26,32,15,13936,33054,55593,108596,45575,42,42,2,0.076,10,0,0,0,8,2,0,30,123,129,80,15,55,26,41,0,0,0,0,0,710
142,14,14,3,95,336,337,126,57,38,27,24,30,13,13936,33054,55593,108596,45575,233,155,2,0.076,72,0,2,60,8,2,0,30,103,115,63,26,52,25,42,743,0,0,0,0,710
143,14,14,3,497,1758,1781,659,297,199,143,126,155,73,13936,33054,55593,108596,45575,98,101,2,0.076,24,0,0,14,9,2,0,138,569,653,336,85,185,81,107,0,0,0,0,0,710
144,14,14,3,271,960,1036,359,161,110,78,68,85,39,13936,33054,55593,108596,45575,69,71,2,0.076,13,0,0,3,8,2,0,74,237,333,279,113,151,72,97,704,0,0,0,0,710
145,14,14,3,331,1173,1183,440,196,135,96,84,103,48,13936,33054,55593,108596,45575,50,43,9,0.076,508,489,7,2,8,2,0,141,244,514,223,59,238,73,100,0,0,0,0,0,710
146,14,14,3,357,1265,1275,474,212,145,103,90,112,52,13936,33054,55593,108596,45575,84,66,15,0.076,561,35,363,15,8,118,22,108,296,538,249,85,243,78,111,0,0,0,0,0,710
147,14,14,3,1726,5598,5637,2588,1673,54,76,255,608,787,16980,36806,55811,112379,77082,734,290,1,0.085,43,0,0,43,0,0,0,398,1511,1641,1694,393,859,266,266,761,0,0,0,0,711
148,14,14,3,419,1359,1367,628,406,13,18,62,147,191,16980,36806,55811,112379,77082,646,225,1,0.085,54,0,0,53,0,0,1,65,293,377,472,160,210,72,90,365,0,0,0,0,711
149,14,14,3,124,402,406,186,120,4,6,18,43,56,16980,36806,55811,112379,77082,1950,212,5,0.085,800,0,281,505,0,0,14,21,84,95,147,60,70,21,25,0,0,0,0,0,711
150,14,14,3,917,2876,2914,1306,658,259,205,198,300,211,16267,32444,56191,104171,53167,139,93,46,0.121,891,136,699,1,2,47,6,261,658,1187,522,286,394,120,182,0,0,0,0,0,705
151,14,14,3,507,1589,1601,722,373,134,114,109,165,117,16267,32444,56191,104171,53167,153,113,1,0.121,2,0,0,0,2,0,0,83,347,485,512,175,198,133,93,0,0,0,0,0,705
152,14,14,3,4,15,15,6,3,1,1,1,1,1,16267,32444,56191,104171,53167,277,7,1,0.121,68,0,10,58,0,0,0,0,3,1,7,3,5,2,4,465,0,0,0,0,705
153,14,14,3,372,1188,1200,548,275,97,121,94,95,62,12637,33326,54176,108210,44480,83,68,15,0.171,676,153,471,0,6,39,8,138,209,441,246,167,124,87,50,0,0,0,0,0,708
154,14,14,3,92,294,295,135,68,24,31,23,23,15,12637,33326,54176,108210,44480,47,26,11,0.171,170,36,87,41,0,5,1,35,41,112,73,35,44,24,26,876,0,0,0,0,708
155,14,14,3,318,1015,1019,467,232,86,103,80,81,52,12637,33326,54176,108210,44480,117,109,4,0.171,40,0,5,25,8,1,1,52,195,276,311,186,155,116,79,649,0,0,0,0,708
156,14,14,3,375,1203,1205,552,270,105,123,95,96,62,12637,33326,54176,108210,44480,60,59,1,0.171,13,0,11,0,0,2,0,67,225,299,334,279,308,210,196,0,0,0,0,0,708
157,14,14,3,336,1075,1099,495,248,88,109,86,86,57,12637,33326,54176,108210,44480,82,78,3,0.171,7,0,5,0,0,1,1,68,214,355,347,114,173,67,141,5,2471,0,0,0,708
158,14,14,3,294,939,946,432,217,77,95,75,75,49,12637,33326,54176,108210,44480,94,88,6,0.171,396,33,311,0,2,40,9,54,187,276,290,139,148,73,83,0,0,0,0,0,708
159,14,14,3,182,581,593,268,133,49,59,46,46,31,12637,33326,54176,108210,44480,45,42,2,0.171,416,0,17,398,0,1,0,52,150,200,123,66,109,40,52,0,0,0,0,0,708
160,14,14,3,169,539,547,249,125,44,55,42,43,29,12637,33326,54176,108210,44480,38,23,13,0.171,36,0,5,30,0,1,0,50,151,215,93,38,49,25,43,0,0,0,0,0,708
161,14,14,3,105,420,420,181,49,56,48,32,19,7,12659,33432,52119,90338,31496,30,21,6,0.118,181,14,127,21,0,15,4,36,99,153,80,51,124,40,80,0,0,0,0,0,707
162,14,14,3,159,635,659,274,76,83,72,49,28,11,12659,33432,52119,90338,31496,38,29,6,0.118,181,12,140,14,0,12,3,50,151,235,160,63,166,57,96,0,0,0,0,0,707
163,14,14,3,136,435,440,201,100,36,44,34,34,23,12637,33326,54176,108210,44480,20,19,1,0.171,7,0,5,0,0,1,1,50,132,173,61,24,70,27,52,0,0,0,0,0,708
164,14,14,3,76,242,245,112,55,21,25,19,19,13,12637,33326,54176,108210,44480,14,13,1,0.171,8,2,5,0,0,1,0,23,60,100,44,17,40,14,21,0,0,0,0,0,708
165,14,14,3,319,1277,1286,549,152,167,143,97,57,22,12659,33432,52119,90338,31496,161,81,53,0.118,694,38,340,127,0,173,15,113,329,419,261,165,409,156,178,855,168,0,0,0,707
166,14,14,3,40,160,161,69,19,21,19,12,7,3,12659,33432,52119,90338,31496,12,8,1,0.118,7,0,2,2,0,2,1,17,52,60,27,6,38,12,28,0,0,0,0,0,707
167,14,14,3,30,123,124,52,14,16,13,9,5,2,12659,33432,52119,90338,31496,200,20,177,0.118,1450,229,474,274,1,427,44,15,33,35,27,14,79,20,45,0,0,0,0,0,707
168,14,14,3,688,2158,2172,979,504,184,154,149,225,159,16267,32444,56191,104171,53167,149,100,14,0.121,275,91,179,0,1,4,0,137,463,742,557,273,302,153,154,13,0,0,0,0,705
169,14,14,3,328,1030,1036,467,241,87,74,71,108,75,16267,32444,56191,104171,53167,315,62,1,0.121,13,0,7,2,4,0,0,93,289,346,258,50,143,66,56,0,0,0,0,0,705
170,14,14,3,97,304,307,139,71,26,22,21,32,22,16267,32444,56191,104171,53167,107,15,10,0.121,88,0,0,88,0,0,0,32,86,120,63,7,35,19,28,0,0,0,0,0,705
171,14,14,3,51,162,162,72,36,14,11,11,16,12,16267,32444,56191,104171,53167,719,112,29,0.121,82,0,25,2,3,41,12,7,32,24,69,32,23,121,75,0,0,0,0,0,705
172,14,14,3,812,2546,2569,1156,596,215,182,176,266,187,16267,32444,56191,104171,53167,4664,218,19,0.121,284,0,3,274,6,1,0,172,506,639,783,470,494,277,204,35,0,5566,1732,3834,705
173,14,14,3,14,46,47,23,12,2,6,4,3,3,16195,33078,57126,111572,46193,1202,3,202,0.128,1827,461,663,488,0,139,76,4,8,19,14,3,8,4,4,0,0,0,0,0,706
174,14,14,3,47,152,154,78,42,5,18,11,8,9,16195,33078,57126,111572,46193,864,2,184,0.128,2535,613,400,150,0,1243,129,13,18,45,57,20,145,81,56,0,0,0,0,0,706
175,14,14,3,32,103,104,53,28,4,12,7,5,6,16195,33078,57126,111572,46193,764,7,45,0.128,143,8,67,2,64,1,1,14,27,37,21,5,17,7,7,0,0,0,0,0,706
176,14,14,3,55,179,180,92,50,6,20,13,10,11,16195,33078,57126,111572,46193,1213,1,108,0.128,2354,27,466,250,0,1365,246,10,40,55,51,23,29,12,12,0,0,0,0,0,706
177,14,14,3,621,2488,2546,1069,295,326,279,188,111,44,12659,33432,52119,90338,31496,146,120,11,0.118,211,13,77,69,10,37,4,269,695,985,388,210,533,275,303,10,0,0,0,0,707
178,14,14,3,35,137,137,60,16,18,16,10,6,3,12659,33432,52119,90338,31496,16,3,13,0.118,434,50,262,38,0,80,4,12,29,47,26,22,19,8,41,0,0,0,0,0,707
179,14,14,3,40,159,160,68,19,20,18,12,8,3,12659,33432,52119,90338,31496,8,2,5,0.118,100,19,71,9,0,0,1,6,21,54,39,40,22,112,37,0,0,0,0,0,707
180,14,14,3,149,594,594,256,69,80,68,45,27,10,12659,33432,52119,90338,31496,27,16,11,0.118,223,24,140,24,0,31,4,67,169,208,97,52,243,64,187,0,0,0,0,0,707
181,14,14,3,260,922,934,346,155,105,75,66,82,38,13936,33054,55593,108596,45575,76,78,1,0.076,92,0,0,82,8,2,0,74,252,313,227,68,142,55,81,0,179,0,0,0,710
182,14,14,3,110,360,370,183,98,12,42,27,21,21,16195,33078,57126,111572,46193,1495,16,2,0.128,86,0,0,7,78,0,1,28,90,138,75,39,56,30,37,0,0,0,0,0,706
183,14,14,3,61,198,203,95,56,5,13,14,17,17,13942,33676,55338,118594,59194,382,33,1,0.157,140,0,0,29,111,0,0,13,39,56,65,30,23,10,20,502,0,0,0,0,712
184,14,14,3,36,119,120,56,33,3,8,9,11,11,13942,33676,55338,118594,59194,558,40,1,0.157,45,1,11,0,22,10,0,7,23,31,41,18,21,13,6,0,0,0,0,0,712
185,14,14,3,39,127,130,61,35,4,8,9,11,11,13942,33676,55338,118594,59194,422,32,5,0.157,650,3,133,237,265,11,0,6,33,44,35,11,15,10,12,0,0,0,0,0,712
186,14,14,3,25,81,84,42,22,3,9,6,5,5,16195,33078,57126,111572,46193,297,18,34,0.128,13,0,3,1,1,6,1,6,20,29,17,10,12,7,7,376,0,0,0,0,706
187,14,14,3,128,511,516,220,61,67,57,39,23,9,12659,33432,52119,90338,31496,231,68,127,0.118,1288,61,438,305,0,436,48,46,121,186,116,48,141,49,53,0,0,0,0,0,707
188,14,14,3,102,381,556,149,63,40,35,22,29,17,13817,34409,55090,109900,45320,78,36,4,0.106,26,3,9,2,11,1,1,84,207,173,64,28,88,27,33,0,0,0,0,0,709
189,14,14,3,375,1392,1403,546,233,142,128,81,108,60,13817,34409,55090,109900,45320,88,47,28,0.106,504,109,180,98,11,88,17,150,402,516,264,73,249,78,137,0,0,0,0,0,709
190,14,14,3,408,1514,1584,594,254,154,139,88,117,65,13817,34409,55090,109900,45320,87,61,1,0.106,13,0,0,1,11,1,1,152,485,601,277,72,258,84,117,150,0,0,0,0,709
191,14,14,3,264,980,1053,384,164,100,90,57,76,42,13817,34409,55090,109900,45320,114,48,6,0.106,124,47,43,9,11,11,3,67,250,369,238,129,190,56,82,524,0,0,0,0,709
192,14,14,3,62,232,316,91,39,24,21,13,18,10,13817,34409,55090,109900,45320,30,4,14,0.106,227,60,78,52,11,23,4,31,59,128,78,19,63,28,29,305,0,0,0,0,709
193,14,14,3,383,1424,1433,558,237,147,130,83,110,62,13817,34409,55090,109900,45320,121,69,33,0.106,611,400,132,47,11,18,4,120,336,537,288,151,306,158,137,0,0,0,0,0,709
194,8,8,3,4,11,11,4,3,2,0,0,0,2,16050,33273,54714,154528,90947,35,1,34,0.296,2428,595,1247,467,10,69,41,0,0,0,6,5,1,0,2,0,0,0,0,0,370
195,8,8,3,192,470,474,211,136,56,38,28,35,91,16050,33273,54714,154528,90947,40,6,34,0.296,2308,706,1142,349,10,64,38,22,34,117,120,181,45,27,19,0,0,0,0,0,370
196,8,8,3,392,961,970,431,278,114,77,58,73,185,16050,33273,54714,154528,90947,42,26,13,0.296,350,34,201,84,10,14,8,54,161,335,277,143,69,41,32,0,0,0,0,0,370
197,8,8,3,818,2018,2050,863,705,114,96,114,106,502,16749,34919,57552,167359,116967,177,145,31,0.340,2230,682,1192,276,23,28,28,105,360,454,599,534,213,88,42,0,0,0,0,0,369
198,8,8,3,409,1008,1027,431,351,57,48,57,54,251,16749,34919,57552,167359,116967,161,148,4,0.340,225,3,43,153,23,2,0,26,241,128,333,297,109,37,20,1221,0,0,0,0,369
199,8,8,3,480,1298,1299,596,418,61,76,57,93,253,14579,33161,55995,145155,93754,90,48,42,0.278,2334,990,860,356,6,95,27,71,208,338,410,274,152,43,42,0,0,0,0,0,371
200,8,8,3,382,1033,1041,473,339,43,61,46,75,202,14579,33161,55995,145155,93754,91,91,1,0.278,29,2,9,12,6,0,1,62,233,245,331,170,123,37,42,0,0,0,0,0,371
201,8,8,3,790,2140,2168,982,706,84,125,95,154,418,14579,33161,55995,145155,93754,240,236,6,0.278,89,0,0,77,6,5,1,131,488,389,708,450,235,105,54,581,1668,0,0,0,371
202,8,8,3,414,1015,1025,456,294,120,81,62,77,194,16050,33273,54714,154528,90947,147,109,25,0.296,147,12,70,49,10,0,7,53,176,162,335,299,100,30,29,0,0,0,0,0,370
203,8,8,3,195,567,567,262,193,1,25,25,32,116,15041,32927,57877,155027,107137,101,100,1,0.233,45,1,13,13,9,10,0,36,92,108,179,152,81,27,17,0,0,0,0,0,384
204,10,10,3,371,996,998,421,169,203,83,68,103,117,12142,34617,54718,118531,61604,56,19,12,0.157,128,24,96,3,1,0,4,62,130,354,282,169,133,46,22,0,0,0,0,0,487
205,8,8,3,215,591,595,260,215,0,18,14,39,144,15038,34837,56617,154260,116720,105,84,3,0.289,83,26,34,13,0,11,0,41,120,114,196,124,58,29,18,0,0,0,0,0,386
206,8,8,3,317,872,878,383,317,0,27,21,57,211,15038,34837,56617,154260,116720,148,100,6,0.289,125,26,75,13,0,11,0,38,173,155,254,260,108,36,19,0,0,0,0,0,386
207,8,8,3,576,1581,1603,695,575,1,50,38,104,385,15038,34837,56617,154260,116720,222,176,6,0.289,83,24,16,32,0,11,0,71,326,308,542,355,187,59,50,497,0,0,0,0,386
208,8,8,3,219,626,632,306,219,0,27,25,33,133,17400,33111,57216,153820,108392,146,120,1,0.234,392,63,272,41,16,0,0,38,128,124,197,145,61,34,15,201,0,0,0,0,385
209,8,8,3,154,435,446,198,151,3,18,26,22,89,15958,33463,56565,149484,101106,72,68,1,0.229,0,0,0,0,0,0,0,22,107,100,142,76,52,24,10,677,0,0,0,0,387
210,8,8,3,475,1337,1351,611,465,10,58,77,67,273,15958,33463,56565,149484,101106,153,152,1,0.229,88,0,0,88,0,0,0,86,267,258,462,279,160,64,32,0,0,0,0,0,387
211,8,8,3,681,1917,1936,875,667,14,84,112,96,390,15958,33463,56565,149484,101106,236,222,8,0.229,762,313,283,155,0,0,11,107,402,416,652,359,247,69,44,0,0,0,0,0,387
212,8,8,3,605,1739,1782,750,597,8,76,68,101,359,13934,33137,56022,143710,100208,246,206,40,0.263,1748,178,1324,172,14,59,1,93,405,337,542,408,208,81,50,530,0,0,0,0,388
213,8,8,3,671,1928,1928,832,661,9,85,75,112,399,13934,33137,56022,143710,100208,276,261,11,0.263,168,10,27,124,6,1,0,77,457,334,664,397,212,114,46,591,0,0,0,0,388
214,8,8,3,599,1738,1755,806,593,5,74,74,96,355,15041,32927,57877,155027,107137,301,283,15,0.233,832,234,469,104,9,10,6,94,456,331,580,294,210,85,35,771,0,0,0,0,384
215,8,8,3,745,1825,1845,819,528,217,145,111,139,351,16050,33273,54714,154528,90947,299,289,8,0.296,991,73,439,408,10,44,17,99,430,336,632,347,165,75,49,0,0,0,0,0,370
216,8,8,3,758,2200,2225,1021,752,6,93,93,122,449,15041,32927,57877,155027,107137,236,235,1,0.233,26,1,0,0,9,10,6,127,505,441,760,392,255,86,68,94,0,0,0,0,384
217,8,8,3,886,2189,2200,935,766,121,104,124,115,543,16749,34919,57552,167359,116967,296,295,1,0.340,100,13,42,20,23,2,0,107,426,362,661,644,211,81,43,0,0,0,0,0,369
218,8,8,3,868,2494,2533,1076,856,11,109,99,144,515,13934,33137,56022,143710,100208,357,295,49,0.263,944,86,586,227,1,44,0,130,573,464,854,511,318,111,80,0,1780,0,0,0,388
219,8,8,3,172,483,489,232,168,4,19,14,23,115,12592,36695,53830,171362,125892,242,226,1,0.270,69,2,56,0,3,2,6,19,93,69,173,135,54,30,19,0,0,0,0,0,368
220,8,8,3,243,686,700,328,238,5,28,21,32,162,12592,36695,53830,171362,125892,391,334,1,0.270,52,2,26,15,3,3,3,26,144,114,257,161,81,39,24,260,0,0,0,0,368
221,8,8,3,341,896,903,411,314,27,21,27,43,251,14454,36054,55855,167885,133803,417,300,2,0.285,41,0,14,0,0,27,0,34,203,153,316,197,73,39,26,0,0,0,0,0,347
222,8,8,3,334,876,883,402,307,27,21,27,43,244,14454,36054,55855,167885,133803,683,431,2,0.285,5,0,2,0,2,0,0,25,183,167,321,188,86,40,25,0,0,0,0,0,347
223,10,10,3,34,70,71,41,16,18,7,5,8,13,15712,33742,56125,129947,72013,13,4,6,0.119,111,38,48,20,3,1,1,5,8,30,19,8,2,2,2,0,0,0,0,0,509
224,10,10,3,23,50,51,26,16,7,5,4,4,9,12196,33189,54376,152547,83184,15,2,2,0.272,30,6,23,0,0,0,1,1,10,18,20,2,4,1,3,0,0,0,0,0,511
225,10,10,3,8,16,17,10,4,4,2,1,2,3,15712,33742,56125,129947,72013,16,1,10,0.119,426,14,299,95,3,6,8,0,4,6,6,2,2,2,4,0,0,0,0,0,509
226,10,10,3,581,1618,1627,748,529,51,69,81,137,293,13440,34317,54190,142910,91267,422,214,11,0.235,243,159,61,20,2,1,0,77,391,330,514,316,157,71,48,98,0,0,0,0,514
227,10,10,3,1241,2689,2724,1408,831,410,259,239,215,527,12196,33189,54376,152547,83184,441,282,61,0.272,2159,147,1354,473,10,152,22,109,420,571,929,694,226,108,91,310,0,0,0,0,511
228,10,10,3,119,258,264,136,79,40,24,23,21,51,12196,33189,54376,152547,83184,55,36,11,0.272,641,7,551,57,0,22,4,15,57,58,88,47,25,14,14,417,0,0,0,0,511
229,10,10,3,746,1790,1809,927,638,108,140,84,117,407,13156,33610,55611,144657,93653,225,203,1,0.247,194,1,147,0,3,43,0,62,183,242,681,640,176,110,67,0,0,0,0,0,507
230,10,10,3,1012,2428,2449,1258,865,147,190,113,157,551,13156,33610,55611,144657,93653,527,377,61,0.247,814,118,444,208,3,40,1,108,502,633,799,406,249,96,73,0,0,0,0,0,507
231,10,10,3,283,656,666,307,197,86,60,27,77,119,13272,35056,56312,133464,77635,148,36,51,0.177,779,24,344,176,3,226,7,32,136,214,185,98,58,47,28,105,0,0,0,0,508
232,10,10,3,519,1203,1215,564,361,158,109,50,141,218,13272,35056,56312,133464,77635,221,189,30,0.177,517,17,299,53,3,141,4,70,220,284,421,218,146,46,71,0,0,0,0,0,508
233,10,10,3,69,143,151,84,34,34,15,11,16,27,15712,33742,56125,129947,72013,177,12,23,0.119,1398,20,720,596,3,28,30,1,25,34,65,25,25,18,23,0,2744,0,0,0,509
234,10,10,3,790,1639,1646,958,374,416,174,125,185,304,15712,33742,56125,129947,72013,102,80,9,0.119,265,6,205,45,3,3,3,84,228,776,453,106,113,71,69,1656,0,0,0,0,509
235,10,10,3,486,1054,1070,552,327,159,101,94,84,206,12196,33189,54376,152547,83184,152,61,28,0.272,1301,51,780,349,1,104,16,46,213,246,327,237,97,43,47,978,0,0,0,0,511
236,10,10,3,178,386,392,202,119,59,37,35,30,76,12196,33189,54376,152547,83184,86,15,27,0.272,662,29,275,321,3,29,5,9,55,132,129,66,31,17,12,0,1701,0,0,0,511
237,10,10,3,207,448,462,235,138,69,43,40,36,88,12196,33189,54376,152547,83184,53,15,12,0.272,354,268,68,12,0,4,2,15,56,184,166,42,31,18,18,0,0,0,0,0,511
238,10,10,3,491,1065,1123,557,331,161,103,95,86,209,12196,33189,54376,152547,83184,491,192,15,0.272,560,47,261,239,0,10,3,41,180,260,396,246,96,44,36,836,0,0,0,0,511
239,10,10,3,778,2080,2112,1120,732,47,58,115,106,499,13421,34659,55938,139925,103650,340,172,13,0.210,505,40,300,135,0,29,1,103,470,424,751,366,269,100,56,0,0,0,0,0,513
240,10,10,3,412,1148,1172,531,376,36,49,58,97,207,13440,34317,54190,142910,91267,122,48,25,0.235,477,244,166,37,2,19,7,33,196,148,257,536,169,57,49,35,0,0,0,0,514
241,10,10,3,432,1205,1214,557,395,38,52,61,102,218,13440,34317,54190,142910,91267,179,134,1,0.235,6,1,1,1,3,1,0,57,331,233,398,195,147,45,39,311,0,0,0,0,514
242,10,10,3,171,477,497,220,156,15,20,24,40,86,13440,34317,54190,142910,91267,579,240,1,0.235,5,1,1,0,2,1,0,7,75,75,200,140,116,55,23,0,0,0,0,0,514
243,10,10,3,1080,2804,2820,1422,855,225,161,212,249,459,13151,35400,56005,132453,78014,284,251,13,0.199,543,460,56,20,2,2,3,149,698,629,980,362,321,159,116,536,0,0,0,0,518
244,10,10,3,31,67,68,35,21,10,6,6,5,13,12196,33189,54376,152547,83184,25,4,21,0.272,744,101,543,67,3,25,4,3,14,16,31,3,6,3,2,0,0,0,0,0,511
245,10,10,3,549,1404,1423,738,389,160,165,81,132,170,12369,34211,55181,113784,57437,102,53,12,0.197,92,13,62,7,1,8,1,116,271,565,315,156,168,43,54,0,0,0,0,0,506
246,10,10,3,432,897,905,524,205,227,96,68,101,166,15712,33742,56125,129947,72013,126,113,13,0.119,539,27,392,102,3,5,9,38,180,213,329,146,81,45,49,0,0,0,0,0,509
247,10,10,3,359,779,784,408,240,119,75,69,62,153,12196,33189,54376,152547,83184,1648,667,17,0.272,105,8,33,61,3,0,0,19,156,133,320,156,66,33,27,0,0,0,0,0,511
248,10,10,3,304,813,884,438,285,19,22,44,41,196,13421,34659,55938,139925,103650,3041,517,1,0.210,9,1,5,2,0,1,0,22,150,139,337,236,100,49,24,0,0,0,0,0,513
249,10,10,3,341,790,796,370,238,103,72,32,93,143,13272,35056,56312,133464,77635,79,45,6,0.177,878,29,438,118,3,281,8,39,101,379,208,69,50,50,17,0,0,0,0,0,508
250,10,10,3,50,132,158,66,41,10,7,10,11,20,13151,35400,56005,132453,78014,72,44,8,0.199,542,32,283,190,2,10,25,6,22,48,20,63,18,10,7,0,0,0,0,0,518
251,10,10,3,715,1854,1874,942,565,150,108,140,165,303,13151,35400,56005,132453,78014,165,109,47,0.199,833,112,500,196,0,5,21,96,377,534,540,326,215,112,72,0,0,0,0,0,518
252,12,12,3,23,65,227,14,22,1,4,7,7,4,16102,32551,55940,102623,48987,22,6,17,0.057,423,29,193,45,0,124,32,13,0,217,0,0,30,13,20,0,0,0,0,0,607
253,12,12,3,449,1499,1574,715,421,28,61,86,172,127,15507,34241,55773,105271,59925,36,9,23,0.138,65,15,22,3,0,21,5,230,308,770,194,72,155,30,80,0,0,0,0,0,606
254,12,12,3,767,2511,2511,1221,0,767,108,147,294,216,15507,34241,55773,105271,59925,32,2,31,0.138,416,33,111,78,0,168,27,183,1005,0,944,379,100,47,125,0,0,0,0,0,606
255,12,12,3,579,1591,1759,346,29,548,116,180,180,101,16102,32551,55940,102623,48999,69,16,47,0.057,465,13,88,123,0,192,48,45,495,0,1000,219,31,16,85,0,0,0,0,0,608
256,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,22,0,8,0.071,150,73,74,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,406
257,12,12,3,452,1537,1561,852,418,33,23,73,165,192,17264,34651,55391,108198,72658,128,41,32,0.122,608,428,148,19,3,8,3,99,323,480,466,195,195,74,79,0,0,0,0,0,620
258,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,61,0,39,0.071,894,6,209,161,0,355,164,0,0,0,0,0,0,0,0,0,0,0,0,0,406
259,9,9,3,104,22,22,148,33,71,0,0,0,0,0,0,0,0,4222,63,0,22,0.071,594,517,11,52,0,10,4,0,0,16,0,0,0,0,0,0,0,0,0,0,406
260,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,52,0,38,0.071,586,8,135,91,0,241,111,0,0,0,0,0,0,0,0,0,0,0,0,0,406
261,9,9,3,0,0,0,0,0,0,0,0,0,0,15616,34641,53521,96159,45212,101,4,98,0.117,1623,1509,111,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
262,12,12,3,977,2801,2831,1401,334,643,241,176,250,310,11922,33786,56112,116865,60509,90,59,3,0.126,27,4,7,7,2,2,4,298,486,1302,557,188,254,74,134,0,0,0,0,0,612
263,12,12,3,140,476,478,253,119,19,17,27,35,61,17621,34299,55718,126159,78338,797,206,2,0.111,356,199,157,0,0,0,0,9,76,98,215,82,56,35,26,0,0,0,0,0,615
264,12,12,3,585,2044,2071,1048,507,77,129,108,182,165,14673,34343,55606,115944,59819,157,127,1,0.147,40,0,0,39,1,0,0,103,442,676,650,200,233,118,129,741,0,0,0,0,611
265,12,12,3,276,705,708,391,216,59,79,28,76,94,11047,35434,54907,116856,61879,36,19,1,0.235,38,0,0,38,0,0,0,66,108,258,198,77,66,30,29,0,0,0,0,0,610
266,12,12,3,380,970,973,538,298,82,108,38,104,130,11047,35434,54907,116856,61879,70,26,16,0.235,616,65,72,475,0,0,3,69,139,257,236,272,82,38,56,0,0,0,0,0,610
267,12,12,3,436,1533,1546,781,433,3,16,76,85,257,19583,34011,55865,123436,90618,96,97,1,0.135,4,0,0,1,3,0,0,92,283,463,511,197,190,79,104,0,0,0,0,0,609
268,12,12,3,866,3050,3066,1551,859,8,34,150,171,511,19583,34011,55865,123436,90618,301,203,72,0.135,1566,29,143,251,3,1136,3,156,578,943,1009,381,378,161,213,15,0,0,0,0,609
269,12,12,3,285,1102,1117,556,186,100,65,64,70,88,15766,33148,55489,112962,59392,67,41,26,0.103,1392,733,657,2,0,0,0,71,193,375,343,136,146,66,106,0,0,0,0,0,616
270,12,12,3,968,3728,3728,1886,628,340,217,214,236,301,15766,33148,55489,112962,59392,175,86,48,0.103,580,42,443,92,0,0,2,259,832,1409,962,266,506,216,306,627,192,0,0,0,616
271,12,12,3,650,2500,2538,1290,353,298,168,196,186,99,14480,34319,54559,111726,46809,172,114,28,0.109,361,187,16,114,3,41,0,144,504,867,716,306,436,140,214,983,0,0,0,0,617
272,12,12,3,1022,3487,3489,1821,1011,12,120,119,293,489,11363,34776,57647,118724,78680,202,151,20,0.128,233,152,51,8,0,11,11,278,645,1080,1109,376,323,141,515,1402,0,0,0,0,619
273,12,12,3,152,419,425,92,47,105,29,47,48,28,16102,32551,55940,102623,48999,152,11,133,0.057,1854,48,413,418,0,837,138,45,81,178,93,29,43,9,48,0,0,0,0,0,608
274,12,12,3,433,1481,1503,772,429,5,52,51,125,207,11363,34776,57647,118724,78680,96,70,11,0.128,578,182,216,168,0,11,0,100,298,480,444,181,203,76,110,0,0,0,0,0,619
275,12,12,3,627,2292,2300,1126,610,17,74,108,233,212,14866,32679,56632,119301,68772,138,136,1,0.119,237,64,81,36,0,56,0,137,470,774,676,242,271,168,181,0,0,0,0,0,618
276,12,12,3,283,965,982,513,247,36,35,53,70,126,17621,34299,55718,126159,78338,42,35,1,0.111,335,54,246,35,0,0,0,68,199,351,279,84,139,46,82,0,0,0,0,0,615
277,12,12,3,482,1644,1659,874,418,63,60,89,118,214,17621,34299,55718,126159,78338,91,77,1,0.111,2,0,2,0,0,0,0,95,336,531,538,159,213,100,119,425,0,0,0,0,615
278,12,12,3,0,0,0,0,0,0,0,0,0,0,16102,32551,55940,102623,48999,88,0,85,0.057,1185,33,288,278,0,508,78,0,0,0,0,0,0,0,0,0,0,0,0,0,608
279,12,12,3,0,0,0,0,0,0,0,0,0,0,16102,32551,55940,102623,48999,111,0,95,0.057,1871,52,407,452,0,834,126,0,0,0,0,0,0,0,0,0,0,0,0,0,608
280,12,12,3,423,1162,1162,252,138,287,84,132,133,75,16102,32551,55940,102623,48987,156,29,129,0.057,3634,2525,813,87,0,185,24,97,96,839,94,36,381,120,620,0,0,0,0,0,607
281,12,12,3,581,1601,1746,348,185,396,114,181,181,103,16102,32551,55940,102623,48987,134,18,98,0.057,153,3,5,3,0,113,29,175,194,1130,207,39,54,12,188,0,0,0,0,0,607
282,12,12,3,567,1565,1598,339,184,383,113,177,177,100,16102,32551,55940,102623,48987,27,28,1,0.057,26,0,0,0,0,26,0,165,257,835,255,86,80,42,251,0,0,0,0,0,607
